reading test data from : satellite_test_adj.txt
handling NNC with K:3
test_object =     0, predicted_class =   2, true_class =   2, nn =     5, distance =    1.28, accuracy = 1.00
test_object =  1574, predicted_class =   2, true_class =   2, nn =  4371, distance =    1.52, accuracy = 1.00
test_object =  1575, predicted_class =   2, true_class =   2, nn =    26, distance =    1.57, accuracy = 1.00
test_object =  1576, predicted_class =   2, true_class =   2, nn =  3479, distance =    1.69, accuracy = 1.00
test_object =  1577, predicted_class =   3, true_class =   6, nn =  2545, distance =    1.67, accuracy = 0.00
test_object =  1578, predicted_class =   2, true_class =   2, nn =  4316, distance =    1.49, accuracy = 1.00
test_object =  1579, predicted_class =   0, true_class =   0, nn =  4201, distance =    1.15, accuracy = 1.00
test_object =  1580, predicted_class =   0, true_class =   0, nn =  4035, distance =    1.15, accuracy = 1.00
test_object =  1581, predicted_class =   0, true_class =   0, nn =  4395, distance =    1.15, accuracy = 1.00
test_object =  1582, predicted_class =   0, true_class =   0, nn =  3814, distance =    1.08, accuracy = 1.00
test_object =  1583, predicted_class =   0, true_class =   0, nn =  3080, distance =    1.13, accuracy = 1.00
test_object =  1584, predicted_class =   0, true_class =   0, nn =  3465, distance =    1.02, accuracy = 1.00
test_object =  1585, predicted_class =   0, true_class =   0, nn =  3469, distance =    0.92, accuracy = 1.00
test_object =  1586, predicted_class =   0, true_class =   0, nn =  3522, distance =    1.34, accuracy = 1.00
test_object =  1587, predicted_class =   6, true_class =   6, nn =  3370, distance =    1.23, accuracy = 1.00
test_object =  1588, predicted_class =   6, true_class =   6, nn =  3422, distance =    1.68, accuracy = 1.00
test_object =  1589, predicted_class =   6, true_class =   2, nn =  3422, distance =    1.63, accuracy = 0.00
test_object =  1590, predicted_class =   2, true_class =   2, nn =  3423, distance =    1.08, accuracy = 1.00
test_object =  1591, predicted_class =   2, true_class =   2, nn =  3423, distance =    1.38, accuracy = 1.00
test_object =  1592, predicted_class =   2, true_class =   2, nn =  1406, distance =    1.27, accuracy = 1.00
test_object =  1593, predicted_class =   2, true_class =   2, nn =   901, distance =    1.08, accuracy = 1.00
test_object =  1594, predicted_class =   2, true_class =   6, nn =  2509, distance =    2.00, accuracy = 0.00
test_object =  1595, predicted_class =   6, true_class =   6, nn =  1564, distance =    1.10, accuracy = 1.00
test_object =  1596, predicted_class =   0, true_class =   0, nn =  3251, distance =    1.58, accuracy = 1.00
test_object =  1597, predicted_class =   0, true_class =   0, nn =  3545, distance =    1.68, accuracy = 1.00
test_object =  1598, predicted_class =   0, true_class =   0, nn =  3156, distance =    1.66, accuracy = 1.00
test_object =  1599, predicted_class =   0, true_class =   0, nn =  4276, distance =    1.52, accuracy = 1.00
test_object =  1600, predicted_class =   0, true_class =   0, nn =  3914, distance =    1.15, accuracy = 1.00
test_object =  1601, predicted_class =   0, true_class =   0, nn =  3502, distance =    1.10, accuracy = 1.00
test_object =  1602, predicted_class =   0, true_class =   0, nn =  3990, distance =    1.55, accuracy = 1.00
test_object =  1603, predicted_class =   0, true_class =   0, nn =  3127, distance =    0.95, accuracy = 1.00
test_object =  1604, predicted_class =   0, true_class =   0, nn =  3570, distance =    1.26, accuracy = 1.00
test_object =  1605, predicted_class =   4, true_class =   4, nn =  3523, distance =    1.25, accuracy = 1.00
test_object =  1606, predicted_class =   2, true_class =   2, nn =  3425, distance =    1.52, accuracy = 1.00
test_object =  1607, predicted_class =   2, true_class =   2, nn =   481, distance =    1.00, accuracy = 1.00
test_object =  1608, predicted_class =   2, true_class =   2, nn =   490, distance =    1.10, accuracy = 1.00
test_object =  1609, predicted_class =   2, true_class =   2, nn =   280, distance =    1.20, accuracy = 1.00
test_object =  1610, predicted_class =   6, true_class =   6, nn =  2902, distance =    2.47, accuracy = 1.00
test_object =  1611, predicted_class =   0, true_class =   2, nn =  3250, distance =    1.28, accuracy = 0.00
test_object =  1612, predicted_class =   0, true_class =   0, nn =  3493, distance =    1.07, accuracy = 1.00
test_object =  1613, predicted_class =   0, true_class =   0, nn =  3550, distance =    1.17, accuracy = 1.00
test_object =  1614, predicted_class =   0, true_class =   0, nn =  3557, distance =    1.67, accuracy = 1.00
test_object =  1615, predicted_class =   0, true_class =   0, nn =  4035, distance =    1.07, accuracy = 1.00
test_object =  1616, predicted_class =   0, true_class =   0, nn =  3563, distance =    1.28, accuracy = 1.00
test_object =  1617, predicted_class =   0, true_class =   0, nn =  3561, distance =    1.10, accuracy = 1.00
test_object =  1618, predicted_class =   0, true_class =   0, nn =  3871, distance =    1.12, accuracy = 1.00
test_object =  1619, predicted_class =   0, true_class =   0, nn =  3260, distance =    1.33, accuracy = 1.00
test_object =  1620, predicted_class =   0, true_class =   0, nn =  3306, distance =    1.44, accuracy = 1.00
test_object =  1621, predicted_class =   0, true_class =   0, nn =  2669, distance =    0.98, accuracy = 1.00
test_object =  1622, predicted_class =   0, true_class =   0, nn =  3226, distance =    1.47, accuracy = 1.00
test_object =  1623, predicted_class =   1, true_class =   1, nn =  3572, distance =    2.27, accuracy = 1.00
test_object =  1624, predicted_class =   0, true_class =   0, nn =  3517, distance =    1.85, accuracy = 1.00
test_object =  1625, predicted_class =   0, true_class =   0, nn =  3575, distance =    1.21, accuracy = 1.00
test_object =  1626, predicted_class =   4, true_class =   6, nn =  1500, distance =    2.22, accuracy = 0.00
test_object =  1627, predicted_class =   2, true_class =   2, nn =  3959, distance =    1.29, accuracy = 1.00
test_object =  1628, predicted_class =   2, true_class =   2, nn =   418, distance =    1.11, accuracy = 1.00
test_object =  1629, predicted_class =   2, true_class =   2, nn =   139, distance =    1.21, accuracy = 1.00
test_object =  1630, predicted_class =   2, true_class =   2, nn =  3706, distance =    1.09, accuracy = 1.00
test_object =  1631, predicted_class =   2, true_class =   2, nn =   157, distance =    1.11, accuracy = 1.00
test_object =  1632, predicted_class =   6, true_class =   6, nn =  3194, distance =    1.82, accuracy = 1.00
test_object =  1633, predicted_class =   2, true_class =   6, nn =  3424, distance =    2.45, accuracy = 0.00
test_object =  1634, predicted_class =   2, true_class =   6, nn =  2951, distance =    2.08, accuracy = 0.00
test_object =  1635, predicted_class =   0, true_class =   0, nn =  3659, distance =    1.38, accuracy = 1.00
test_object =  1636, predicted_class =   0, true_class =   0, nn =  3213, distance =    1.13, accuracy = 1.00
test_object =  1637, predicted_class =   0, true_class =   0, nn =  3261, distance =    1.44, accuracy = 1.00
test_object =  1638, predicted_class =   0, true_class =   0, nn =  4201, distance =    1.05, accuracy = 1.00
test_object =  1639, predicted_class =   0, true_class =   0, nn =  3964, distance =    1.27, accuracy = 1.00
test_object =  1640, predicted_class =   0, true_class =   0, nn =  3801, distance =    1.66, accuracy = 1.00
test_object =  1641, predicted_class =   0, true_class =   0, nn =  4360, distance =    1.64, accuracy = 1.00
test_object =  1642, predicted_class =   0, true_class =   0, nn =  3613, distance =    1.13, accuracy = 1.00
test_object =  1643, predicted_class =   0, true_class =   0, nn =  3613, distance =    1.11, accuracy = 1.00
test_object =  1644, predicted_class =   0, true_class =   0, nn =  3679, distance =    1.24, accuracy = 1.00
test_object =  1645, predicted_class =   0, true_class =   0, nn =  3130, distance =    0.99, accuracy = 1.00
test_object =  1646, predicted_class =   0, true_class =   0, nn =  3574, distance =    1.92, accuracy = 1.00
test_object =  1647, predicted_class =   0, true_class =   0, nn =  3575, distance =    1.35, accuracy = 1.00
test_object =  1648, predicted_class =   4, true_class =   4, nn =  3696, distance =    1.37, accuracy = 1.00
test_object =  1649, predicted_class =   4, true_class =   4, nn =  3637, distance =    1.17, accuracy = 1.00
test_object =  1650, predicted_class =   2, true_class =   4, nn =  2906, distance =    1.96, accuracy = 0.00
test_object =  1651, predicted_class =   4, true_class =   4, nn =  2497, distance =    1.98, accuracy = 1.00
test_object =  1652, predicted_class =   4, true_class =   4, nn =  2498, distance =    2.11, accuracy = 1.00
test_object =  1653, predicted_class =   2, true_class =   2, nn =   158, distance =    0.78, accuracy = 1.00
test_object =  1654, predicted_class =   2, true_class =   2, nn =   159, distance =    0.84, accuracy = 1.00
test_object =  1655, predicted_class =   2, true_class =   2, nn =  3714, distance =    1.39, accuracy = 1.00
test_object =  1656, predicted_class =   2, true_class =   2, nn =   175, distance =    1.71, accuracy = 1.00
test_object =  1657, predicted_class =   2, true_class =   2, nn =  2905, distance =    1.92, accuracy = 1.00
test_object =  1658, predicted_class =   0, true_class =   0, nn =  3387, distance =    1.20, accuracy = 1.00
test_object =  1659, predicted_class =   0, true_class =   0, nn =  4329, distance =    1.52, accuracy = 1.00
test_object =  1660, predicted_class =   0, true_class =   0, nn =  3668, distance =    1.48, accuracy = 1.00
test_object =  1661, predicted_class =   0, true_class =   0, nn =  4359, distance =    1.49, accuracy = 1.00
test_object =  1662, predicted_class =   0, true_class =   0, nn =  3676, distance =    1.18, accuracy = 1.00
test_object =  1663, predicted_class =   0, true_class =   0, nn =  3676, distance =    1.07, accuracy = 1.00
test_object =  1664, predicted_class =   0, true_class =   0, nn =  3674, distance =    1.04, accuracy = 1.00
test_object =  1665, predicted_class =   0, true_class =   0, nn =  3676, distance =    1.22, accuracy = 1.00
test_object =  1666, predicted_class =   0, true_class =   0, nn =  3074, distance =    1.01, accuracy = 1.00
test_object =  1667, predicted_class =   0, true_class =   0, nn =  3315, distance =    1.33, accuracy = 1.00
test_object =  1668, predicted_class =   1, true_class =   1, nn =   772, distance =    1.90, accuracy = 1.00
test_object =  1669, predicted_class =   1, true_class =   1, nn =   660, distance =    2.18, accuracy = 1.00
test_object =  1670, predicted_class =   0, true_class =   0, nn =  3573, distance =    1.71, accuracy = 1.00
test_object =  1671, predicted_class =   0, true_class =   4, nn =  3633, distance =    2.12, accuracy = 0.00
test_object =  1672, predicted_class =   4, true_class =   4, nn =  3698, distance =    1.11, accuracy = 1.00
test_object =  1673, predicted_class =   4, true_class =   4, nn =  3831, distance =    1.96, accuracy = 1.00
test_object =  1674, predicted_class =   4, true_class =   4, nn =  3833, distance =    2.32, accuracy = 1.00
test_object =  1675, predicted_class =   4, true_class =   4, nn =  3701, distance =    1.43, accuracy = 1.00
test_object =  1676, predicted_class =   2, true_class =   2, nn =  3704, distance =    1.04, accuracy = 1.00
test_object =  1677, predicted_class =   2, true_class =   2, nn =   157, distance =    0.93, accuracy = 1.00
test_object =  1678, predicted_class =   2, true_class =   2, nn =   479, distance =    0.86, accuracy = 1.00
test_object =  1679, predicted_class =   2, true_class =   2, nn =   367, distance =    1.01, accuracy = 1.00
test_object =  1680, predicted_class =   3, true_class =   2, nn =  2355, distance =    1.06, accuracy = 0.00
test_object =  1681, predicted_class =   2, true_class =   2, nn =  2456, distance =    1.34, accuracy = 1.00
test_object =  1682, predicted_class =   2, true_class =   0, nn =  3487, distance =    1.38, accuracy = 0.00
test_object =  1683, predicted_class =   0, true_class =   0, nn =  3295, distance =    1.44, accuracy = 1.00
test_object =  1684, predicted_class =   0, true_class =   0, nn =  3435, distance =    1.72, accuracy = 1.00
test_object =  1685, predicted_class =   0, true_class =   0, nn =  3795, distance =    1.00, accuracy = 1.00
test_object =  1686, predicted_class =   0, true_class =   0, nn =  4275, distance =    1.15, accuracy = 1.00
test_object =  1687, predicted_class =   0, true_class =   0, nn =  3743, distance =    1.20, accuracy = 1.00
test_object =  1688, predicted_class =   0, true_class =   0, nn =  3679, distance =    1.12, accuracy = 1.00
test_object =  1689, predicted_class =   0, true_class =   0, nn =  3682, distance =    1.26, accuracy = 1.00
test_object =  1690, predicted_class =   0, true_class =   0, nn =  3683, distance =    1.33, accuracy = 1.00
test_object =  1691, predicted_class =   0, true_class =   0, nn =  3684, distance =    1.22, accuracy = 1.00
test_object =  1692, predicted_class =   0, true_class =   0, nn =  3750, distance =    0.93, accuracy = 1.00
test_object =  1693, predicted_class =   0, true_class =   0, nn =  3278, distance =    1.50, accuracy = 1.00
test_object =  1694, predicted_class =   1, true_class =   1, nn =  3826, distance =    1.82, accuracy = 1.00
test_object =  1695, predicted_class =   4, true_class =   4, nn =  3697, distance =    1.83, accuracy = 1.00
test_object =  1696, predicted_class =   4, true_class =   4, nn =  3636, distance =    2.08, accuracy = 1.00
test_object =  1697, predicted_class =   4, true_class =   4, nn =  3579, distance =    2.27, accuracy = 1.00
test_object =  1698, predicted_class =   4, true_class =   4, nn =  3767, distance =    1.55, accuracy = 1.00
test_object =  1699, predicted_class =   2, true_class =   2, nn =  3770, distance =    1.18, accuracy = 1.00
test_object =  1700, predicted_class =   3, true_class =   2, nn =   819, distance =    1.26, accuracy = 0.00
test_object =  1701, predicted_class =   2, true_class =   2, nn =  4007, distance =    1.10, accuracy = 1.00
test_object =  1702, predicted_class =   2, true_class =   2, nn =  3846, distance =    1.45, accuracy = 1.00
test_object =  1703, predicted_class =   0, true_class =   0, nn =  3208, distance =    1.76, accuracy = 1.00
test_object =  1704, predicted_class =   0, true_class =   0, nn =  3912, distance =    1.09, accuracy = 1.00
test_object =  1705, predicted_class =   0, true_class =   0, nn =  3797, distance =    1.39, accuracy = 1.00
test_object =  1706, predicted_class =   0, true_class =   0, nn =  3803, distance =    1.57, accuracy = 1.00
test_object =  1707, predicted_class =   0, true_class =   0, nn =  3873, distance =    1.18, accuracy = 1.00
test_object =  1708, predicted_class =   0, true_class =   0, nn =  3521, distance =    1.40, accuracy = 1.00
test_object =  1709, predicted_class =   1, true_class =   1, nn =  3825, distance =    0.92, accuracy = 1.00
test_object =  1710, predicted_class =   1, true_class =   1, nn =  3879, distance =    1.24, accuracy = 1.00
test_object =  1711, predicted_class =   1, true_class =   1, nn =  3756, distance =    1.85, accuracy = 1.00
test_object =  1712, predicted_class =   0, true_class =   4, nn =  3633, distance =    1.97, accuracy = 0.00
test_object =  1713, predicted_class =   4, true_class =   4, nn =  3762, distance =    1.78, accuracy = 1.00
test_object =  1714, predicted_class =   4, true_class =   4, nn =  3578, distance =    1.82, accuracy = 1.00
test_object =  1715, predicted_class =   4, true_class =   4, nn =  3636, distance =    1.68, accuracy = 1.00
test_object =  1716, predicted_class =   4, true_class =   4, nn =  3834, distance =    1.59, accuracy = 1.00
test_object =  1717, predicted_class =   2, true_class =   2, nn =  4020, distance =    0.98, accuracy = 1.00
test_object =  1718, predicted_class =   2, true_class =   2, nn =  4021, distance =    0.86, accuracy = 1.00
test_object =  1719, predicted_class =   2, true_class =   2, nn =   141, distance =    1.00, accuracy = 1.00
test_object =  1720, predicted_class =   2, true_class =   2, nn =   141, distance =    0.84, accuracy = 1.00
test_object =  1721, predicted_class =   2, true_class =   2, nn =   431, distance =    0.92, accuracy = 1.00
test_object =  1722, predicted_class =   2, true_class =   2, nn =  3477, distance =    1.07, accuracy = 1.00
test_object =  1723, predicted_class =   2, true_class =   2, nn =  4138, distance =    1.36, accuracy = 1.00
test_object =  1724, predicted_class =   2, true_class =   2, nn =  4017, distance =    1.03, accuracy = 1.00
test_object =  1725, predicted_class =   2, true_class =   2, nn =  3839, distance =    1.09, accuracy = 1.00
test_object =  1726, predicted_class =   2, true_class =   2, nn =  3958, distance =    1.12, accuracy = 1.00
test_object =  1727, predicted_class =   2, true_class =   2, nn =  4195, distance =    1.12, accuracy = 1.00
test_object =  1728, predicted_class =   0, true_class =   0, nn =  3787, distance =    1.48, accuracy = 1.00
test_object =  1729, predicted_class =   0, true_class =   0, nn =  3903, distance =    1.04, accuracy = 1.00
test_object =  1730, predicted_class =   0, true_class =   0, nn =  3788, distance =    1.41, accuracy = 1.00
test_object =  1731, predicted_class =   0, true_class =   0, nn =  3439, distance =    1.21, accuracy = 1.00
test_object =  1732, predicted_class =   0, true_class =   0, nn =  3492, distance =    1.13, accuracy = 1.00
test_object =  1733, predicted_class =   0, true_class =   0, nn =  3492, distance =    1.12, accuracy = 1.00
test_object =  1734, predicted_class =   0, true_class =   0, nn =  3909, distance =    0.96, accuracy = 1.00
test_object =  1735, predicted_class =   0, true_class =   0, nn =  4393, distance =    1.15, accuracy = 1.00
test_object =  1736, predicted_class =   0, true_class =   0, nn =  3863, distance =    1.25, accuracy = 1.00
test_object =  1737, predicted_class =   0, true_class =   0, nn =  3864, distance =    1.37, accuracy = 1.00
test_object =  1738, predicted_class =   0, true_class =   0, nn =  3575, distance =    1.27, accuracy = 1.00
test_object =  1739, predicted_class =   0, true_class =   0, nn =  3677, distance =    1.45, accuracy = 1.00
test_object =  1740, predicted_class =   0, true_class =   0, nn =  3677, distance =    1.21, accuracy = 1.00
test_object =  1741, predicted_class =   0, true_class =   0, nn =  3871, distance =    1.14, accuracy = 1.00
test_object =  1742, predicted_class =   0, true_class =   0, nn =  3872, distance =    1.36, accuracy = 1.00
test_object =  1743, predicted_class =   0, true_class =   0, nn =  3621, distance =    1.37, accuracy = 1.00
test_object =  1744, predicted_class =   0, true_class =   0, nn =  3817, distance =    1.43, accuracy = 1.00
test_object =  1745, predicted_class =   0, true_class =   0, nn =  3749, distance =    1.50, accuracy = 1.00
test_object =  1746, predicted_class =   0, true_class =   0, nn =  2235, distance =    1.40, accuracy = 1.00
test_object =  1747, predicted_class =   0, true_class =   0, nn =  3748, distance =    1.03, accuracy = 1.00
test_object =  1748, predicted_class =   0, true_class =   0, nn =  2880, distance =    2.10, accuracy = 1.00
test_object =  1749, predicted_class =   0, true_class =   0, nn =  3934, distance =    2.63, accuracy = 1.00
test_object =  1750, predicted_class =   1, true_class =   1, nn =  3877, distance =    0.92, accuracy = 1.00
test_object =  1751, predicted_class =   0, true_class =   4, nn =  3864, distance =    1.85, accuracy = 0.00
test_object =  1752, predicted_class =   4, true_class =   4, nn =  3884, distance =    1.78, accuracy = 1.00
test_object =  1753, predicted_class =   6, true_class =   6, nn =  1261, distance =    1.84, accuracy = 1.00
test_object =  1754, predicted_class =   2, true_class =   2, nn =    41, distance =    1.08, accuracy = 1.00
test_object =  1755, predicted_class =   2, true_class =   2, nn =  3650, distance =    1.05, accuracy = 1.00
test_object =  1756, predicted_class =   2, true_class =   2, nn =   721, distance =    0.99, accuracy = 1.00
test_object =  1757, predicted_class =   0, true_class =   2, nn =  3848, distance =    1.25, accuracy = 0.00
test_object =  1758, predicted_class =   0, true_class =   0, nn =  3601, distance =    1.54, accuracy = 1.00
test_object =  1759, predicted_class =   0, true_class =   0, nn =  3907, distance =    0.93, accuracy = 1.00
test_object =  1760, predicted_class =   0, true_class =   0, nn =  4030, distance =    1.03, accuracy = 1.00
test_object =  1761, predicted_class =   0, true_class =   0, nn =  3851, distance =    1.01, accuracy = 1.00
test_object =  1762, predicted_class =   0, true_class =   0, nn =  3851, distance =    0.96, accuracy = 1.00
test_object =  1763, predicted_class =   0, true_class =   0, nn =  4395, distance =    1.20, accuracy = 1.00
test_object =  1764, predicted_class =   0, true_class =   0, nn =  3918, distance =    1.34, accuracy = 1.00
test_object =  1765, predicted_class =   0, true_class =   0, nn =  4276, distance =    1.41, accuracy = 1.00
test_object =  1766, predicted_class =   0, true_class =   0, nn =  3869, distance =    1.31, accuracy = 1.00
test_object =  1767, predicted_class =   0, true_class =   0, nn =  3677, distance =    1.34, accuracy = 1.00
test_object =  1768, predicted_class =   0, true_class =   0, nn =  3928, distance =    1.32, accuracy = 1.00
test_object =  1769, predicted_class =   0, true_class =   0, nn =  3814, distance =    1.27, accuracy = 1.00
test_object =  1770, predicted_class =   0, true_class =   0, nn =  3748, distance =    1.36, accuracy = 1.00
test_object =  1771, predicted_class =   0, true_class =   0, nn =  2608, distance =    1.01, accuracy = 1.00
test_object =  1772, predicted_class =   0, true_class =   0, nn =  3314, distance =    1.15, accuracy = 1.00
test_object =  1773, predicted_class =   0, true_class =   0, nn =  3024, distance =    1.82, accuracy = 1.00
test_object =  1774, predicted_class =   1, true_class =   1, nn =  3997, distance =    2.89, accuracy = 1.00
test_object =  1775, predicted_class =   1, true_class =   1, nn =  3752, distance =    2.50, accuracy = 1.00
test_object =  1776, predicted_class =   1, true_class =   1, nn =  1058, distance =    1.80, accuracy = 1.00
test_object =  1777, predicted_class =   1, true_class =   1, nn =  3879, distance =    1.43, accuracy = 1.00
test_object =  1778, predicted_class =   1, true_class =   1, nn =  1336, distance =    1.47, accuracy = 1.00
test_object =  1779, predicted_class =   1, true_class =   1, nn =  1356, distance =    2.69, accuracy = 1.00
test_object =  1780, predicted_class =   4, true_class =   4, nn =  4002, distance =    1.99, accuracy = 1.00
test_object =  1781, predicted_class =   4, true_class =   4, nn =  3941, distance =    1.74, accuracy = 1.00
test_object =  1782, predicted_class =   4, true_class =   6, nn =  4004, distance =    2.11, accuracy = 0.00
test_object =  1783, predicted_class =   2, true_class =   2, nn =  3898, distance =    1.07, accuracy = 1.00
test_object =  1784, predicted_class =   2, true_class =   2, nn =  3839, distance =    1.08, accuracy = 1.00
test_object =  1785, predicted_class =   2, true_class =   2, nn =   607, distance =    1.05, accuracy = 1.00
test_object =  1786, predicted_class =   3, true_class =   2, nn =  1971, distance =    1.00, accuracy = 0.00
test_object =  1787, predicted_class =   2, true_class =   2, nn =   100, distance =    1.01, accuracy = 1.00
test_object =  1788, predicted_class =   2, true_class =   2, nn =  4139, distance =    0.94, accuracy = 1.00
test_object =  1789, predicted_class =   2, true_class =   2, nn =  3845, distance =    1.24, accuracy = 1.00
test_object =  1790, predicted_class =   0, true_class =   0, nn =  4088, distance =    0.95, accuracy = 1.00
test_object =  1791, predicted_class =   0, true_class =   0, nn =  4323, distance =    1.03, accuracy = 1.00
test_object =  1792, predicted_class =   0, true_class =   0, nn =  4087, distance =    1.25, accuracy = 1.00
test_object =  1793, predicted_class =   0, true_class =   0, nn =  3497, distance =    1.41, accuracy = 1.00
test_object =  1794, predicted_class =   0, true_class =   0, nn =  4333, distance =    1.23, accuracy = 1.00
test_object =  1795, predicted_class =   0, true_class =   0, nn =  3981, distance =    1.33, accuracy = 1.00
test_object =  1796, predicted_class =   0, true_class =   0, nn =  3982, distance =    1.64, accuracy = 1.00
test_object =  1797, predicted_class =   0, true_class =   0, nn =  3921, distance =    1.99, accuracy = 1.00
test_object =  1798, predicted_class =   0, true_class =   0, nn =  4104, distance =    1.67, accuracy = 1.00
test_object =  1799, predicted_class =   0, true_class =   0, nn =  3575, distance =    1.37, accuracy = 1.00
test_object =  1800, predicted_class =   0, true_class =   0, nn =  3617, distance =    1.13, accuracy = 1.00
test_object =  1801, predicted_class =   0, true_class =   0, nn =  4049, distance =    1.26, accuracy = 1.00
test_object =  1802, predicted_class =   0, true_class =   0, nn =  4050, distance =    1.34, accuracy = 1.00
test_object =  1803, predicted_class =   0, true_class =   0, nn =  3111, distance =    2.03, accuracy = 1.00
test_object =  1804, predicted_class =   1, true_class =   1, nn =  3999, distance =    1.95, accuracy = 1.00
test_object =  1805, predicted_class =   1, true_class =   4, nn =  4000, distance =    1.61, accuracy = 0.00
test_object =  1806, predicted_class =   4, true_class =   4, nn =  4001, distance =    1.74, accuracy = 1.00
test_object =  1807, predicted_class =   4, true_class =   4, nn =  4301, distance =    1.89, accuracy = 1.00
test_object =  1808, predicted_class =   4, true_class =   4, nn =  4302, distance =    1.99, accuracy = 1.00
test_object =  1809, predicted_class =   4, true_class =   4, nn =  4302, distance =    1.87, accuracy = 1.00
test_object =  1810, predicted_class =   4, true_class =   4, nn =  4065, distance =    1.59, accuracy = 1.00
test_object =  1811, predicted_class =   3, true_class =   3, nn =  2797, distance =    1.36, accuracy = 1.00
test_object =  1812, predicted_class =   3, true_class =   6, nn =  1948, distance =    1.37, accuracy = 0.00
test_object =  1813, predicted_class =   2, true_class =   2, nn =  4018, distance =    0.95, accuracy = 1.00
test_object =  1814, predicted_class =   0, true_class =   0, nn =  4082, distance =    1.19, accuracy = 1.00
test_object =  1815, predicted_class =   0, true_class =   0, nn =  4083, distance =    0.81, accuracy = 1.00
test_object =  1816, predicted_class =   0, true_class =   0, nn =  4387, distance =    1.07, accuracy = 1.00
test_object =  1817, predicted_class =   0, true_class =   0, nn =  3969, distance =    1.00, accuracy = 1.00
test_object =  1818, predicted_class =   0, true_class =   0, nn =  4091, distance =    0.95, accuracy = 1.00
test_object =  1819, predicted_class =   0, true_class =   0, nn =  4042, distance =    1.32, accuracy = 1.00
test_object =  1820, predicted_class =   0, true_class =   0, nn =  4042, distance =    1.52, accuracy = 1.00
test_object =  1821, predicted_class =   3, true_class =   0, nn =  2095, distance =    2.04, accuracy = 0.00
test_object =  1822, predicted_class =   0, true_class =   0, nn =  3864, distance =    1.93, accuracy = 1.00
test_object =  1823, predicted_class =   0, true_class =   0, nn =  3870, distance =    1.31, accuracy = 1.00
test_object =  1824, predicted_class =   0, true_class =   0, nn =  3674, distance =    1.41, accuracy = 1.00
test_object =  1825, predicted_class =   0, true_class =   0, nn =  4285, distance =    0.98, accuracy = 1.00
test_object =  1826, predicted_class =   0, true_class =   0, nn =  4051, distance =    1.50, accuracy = 1.00
test_object =  1827, predicted_class =   0, true_class =   0, nn =  2967, distance =    1.90, accuracy = 1.00
test_object =  1828, predicted_class =   0, true_class =   0, nn =  4116, distance =    2.00, accuracy = 1.00
test_object =  1829, predicted_class =   1, true_class =   4, nn =  4057, distance =    1.79, accuracy = 0.00
test_object =  1830, predicted_class =   4, true_class =   4, nn =  4058, distance =    1.44, accuracy = 1.00
test_object =  1831, predicted_class =   4, true_class =   4, nn =  4122, distance =    1.13, accuracy = 1.00
test_object =  1832, predicted_class =   4, true_class =   4, nn =  4064, distance =    1.52, accuracy = 1.00
test_object =  1833, predicted_class =   4, true_class =   3, nn =  2690, distance =    1.44, accuracy = 0.00
test_object =  1834, predicted_class =   3, true_class =   6, nn =  1793, distance =    1.52, accuracy = 0.00
test_object =  1835, predicted_class =   2, true_class =   2, nn =  3650, distance =    1.10, accuracy = 1.00
test_object =  1836, predicted_class =   2, true_class =   2, nn =  4193, distance =    1.12, accuracy = 1.00
test_object =  1837, predicted_class =   2, true_class =   2, nn =   169, distance =    1.05, accuracy = 1.00
test_object =  1838, predicted_class =   3, true_class =   2, nn =  1226, distance =    0.92, accuracy = 0.00
test_object =  1839, predicted_class =   2, true_class =   2, nn =  1340, distance =    1.09, accuracy = 1.00
test_object =  1840, predicted_class =   2, true_class =   2, nn =  1467, distance =    0.99, accuracy = 1.00
test_object =  1841, predicted_class =   2, true_class =   2, nn =    32, distance =    1.11, accuracy = 1.00
test_object =  1842, predicted_class =   2, true_class =   2, nn =  3704, distance =    0.95, accuracy = 1.00
test_object =  1843, predicted_class =   2, true_class =   2, nn =  4018, distance =    1.03, accuracy = 1.00
test_object =  1844, predicted_class =   0, true_class =   0, nn =  3505, distance =    1.17, accuracy = 1.00
test_object =  1845, predicted_class =   0, true_class =   0, nn =  4148, distance =    1.16, accuracy = 1.00
test_object =  1846, predicted_class =   0, true_class =   0, nn =  3797, distance =    1.13, accuracy = 1.00
test_object =  1847, predicted_class =   0, true_class =   0, nn =  4158, distance =    1.60, accuracy = 1.00
test_object =  1848, predicted_class =   0, true_class =   0, nn =  4157, distance =    1.64, accuracy = 1.00
test_object =  1849, predicted_class =   0, true_class =   0, nn =  4099, distance =    1.58, accuracy = 1.00
test_object =  1850, predicted_class =   0, true_class =   0, nn =  4099, distance =    1.26, accuracy = 1.00
test_object =  1851, predicted_class =   0, true_class =   0, nn =  4099, distance =    1.58, accuracy = 1.00
test_object =  1852, predicted_class =   0, true_class =   0, nn =  4105, distance =    1.63, accuracy = 1.00
test_object =  1853, predicted_class =   0, true_class =   0, nn =  4108, distance =    1.28, accuracy = 1.00
test_object =  1854, predicted_class =   0, true_class =   0, nn =  4233, distance =    0.98, accuracy = 1.00
test_object =  1855, predicted_class =   0, true_class =   0, nn =  4414, distance =    1.04, accuracy = 1.00
test_object =  1856, predicted_class =   0, true_class =   0, nn =  4166, distance =    1.50, accuracy = 1.00
test_object =  1857, predicted_class =   0, true_class =   0, nn =  2671, distance =    1.82, accuracy = 1.00
