 3
reading data..
reading trainig data from : pendigits_training.txt
reading test data from : pendigits_test.txt
handling NNC with K:3
test_object =     0, predicted_class =   8, true_class =   8, nn =   270, distance =    0.75, accuracy = 1.00
test_object =  2819, predicted_class =   3, true_class =   3, nn =  4264, distance =    0.56, accuracy = 1.00
test_object =  2820, predicted_class =   4, true_class =   4, nn =  3170, distance =    0.80, accuracy = 1.00
test_object =  2821, predicted_class =   4, true_class =   4, nn =  1817, distance =    1.12, accuracy = 1.00
test_object =  2822, predicted_class =   4, true_class =   4, nn =  2510, distance =    0.73, accuracy = 1.00
test_object =  2823, predicted_class =   6, true_class =   6, nn =  5361, distance =    0.77, accuracy = 1.00
test_object =  2824, predicted_class =   6, true_class =   6, nn =  5188, distance =    0.80, accuracy = 1.00
test_object =  2825, predicted_class =   7, true_class =   7, nn =  2893, distance =    0.77, accuracy = 1.00
test_object =  2826, predicted_class =   8, true_class =   8, nn =  6528, distance =    0.84, accuracy = 1.00
test_object =  2827, predicted_class =   3, true_class =   3, nn =   260, distance =    0.56, accuracy = 1.00
test_object =  2828, predicted_class =   1, true_class =   1, nn =  1716, distance =    0.91, accuracy = 1.00
test_object =  2829, predicted_class =   1, true_class =   1, nn =  1431, distance =    0.55, accuracy = 1.00
test_object =  2830, predicted_class =   0, true_class =   0, nn =  3803, distance =    0.77, accuracy = 1.00
test_object =  2831, predicted_class =   8, true_class =   8, nn =   998, distance =    1.08, accuracy = 1.00
test_object =  2832, predicted_class =   4, true_class =   4, nn =  3502, distance =    1.20, accuracy = 1.00
test_object =  2833, predicted_class =   8, true_class =   8, nn =  2116, distance =    1.08, accuracy = 1.00
test_object =  2834, predicted_class =   1, true_class =   1, nn =   672, distance =    0.55, accuracy = 1.00
test_object =  2835, predicted_class =   7, true_class =   7, nn =  6891, distance =    1.47, accuracy = 1.00
test_object =  2836, predicted_class =   6, true_class =   6, nn =  4924, distance =    0.67, accuracy = 1.00
test_object =  2837, predicted_class =   5, true_class =   5, nn =   788, distance =    0.96, accuracy = 1.00
test_object =  2838, predicted_class =   0, true_class =   0, nn =  2902, distance =    0.55, accuracy = 1.00
test_object =  2839, predicted_class =   9, true_class =   9, nn =  6153, distance =    2.06, accuracy = 1.00
test_object =  2840, predicted_class =   8, true_class =   8, nn =  6545, distance =    1.41, accuracy = 1.00
test_object =  2841, predicted_class =   0, true_class =   0, nn =  3068, distance =    0.36, accuracy = 1.00
test_object =  2842, predicted_class =   1, true_class =   1, nn =  4347, distance =    0.77, accuracy = 1.00
test_object =  2843, predicted_class =   4, true_class =   4, nn =  2114, distance =    0.90, accuracy = 1.00
test_object =  2844, predicted_class =   3, true_class =   3, nn =  4824, distance =    0.65, accuracy = 1.00
test_object =  2845, predicted_class =   0, true_class =   0, nn =  1459, distance =    0.91, accuracy = 1.00
test_object =  2846, predicted_class =   4, true_class =   4, nn =  1700, distance =    0.82, accuracy = 1.00
test_object =  2847, predicted_class =   1, true_class =   1, nn =  1586, distance =    0.71, accuracy = 1.00
test_object =  2848, predicted_class =   6, true_class =   6, nn =  3810, distance =    0.86, accuracy = 1.00
test_object =  2849, predicted_class =   6, true_class =   6, nn =  1176, distance =    1.34, accuracy = 1.00
test_object =  2850, predicted_class =   2, true_class =   2, nn =  3628, distance =    0.54, accuracy = 1.00
test_object =  2851, predicted_class =   0, true_class =   0, nn =  5111, distance =    0.40, accuracy = 1.00
test_object =  2852, predicted_class =   5, true_class =   5, nn =  5500, distance =    0.95, accuracy = 1.00
test_object =  2853, predicted_class =   9, true_class =   9, nn =  6005, distance =    1.24, accuracy = 1.00
test_object =  2854, predicted_class =   9, true_class =   9, nn =  3047, distance =    1.10, accuracy = 1.00
test_object =  2855, predicted_class =   9, true_class =   9, nn =  7342, distance =    1.63, accuracy = 1.00
test_object =  2856, predicted_class =   6, true_class =   6, nn =  5380, distance =    0.44, accuracy = 1.00
test_object =  2857, predicted_class =   3, true_class =   3, nn =  1160, distance =    0.93, accuracy = 1.00
test_object =  2858, predicted_class =   2, true_class =   2, nn =  2123, distance =    0.71, accuracy = 1.00
test_object =  2859, predicted_class =   4, true_class =   4, nn =   371, distance =    1.62, accuracy = 1.00
test_object =  2860, predicted_class =   4, true_class =   4, nn =  6171, distance =    0.78, accuracy = 1.00
test_object =  2861, predicted_class =   7, true_class =   7, nn =  5806, distance =    0.77, accuracy = 1.00
test_object =  2862, predicted_class =   0, true_class =   0, nn =  1835, distance =    1.09, accuracy = 1.00
test_object =  2863, predicted_class =   3, true_class =   3, nn =  2169, distance =    0.52, accuracy = 1.00
test_object =  2864, predicted_class =   2, true_class =   2, nn =  1317, distance =    0.37, accuracy = 1.00
test_object =  2865, predicted_class =   9, true_class =   9, nn =  4780, distance =    1.61, accuracy = 1.00
test_object =  2866, predicted_class =   6, true_class =   6, nn =  1411, distance =    0.94, accuracy = 1.00
test_object =  2867, predicted_class =   2, true_class =   2, nn =  7023, distance =    1.31, accuracy = 1.00
test_object =  2868, predicted_class =   5, true_class =   5, nn =  2070, distance =    0.66, accuracy = 1.00
test_object =  2869, predicted_class =   5, true_class =   5, nn =   635, distance =    1.14, accuracy = 1.00
test_object =  2870, predicted_class =   2, true_class =   2, nn =  3721, distance =    0.52, accuracy = 1.00
test_object =  2871, predicted_class =   9, true_class =   9, nn =  3172, distance =    0.80, accuracy = 1.00
test_object =  2872, predicted_class =   0, true_class =   0, nn =  5707, distance =    1.03, accuracy = 1.00
test_object =  2873, predicted_class =   2, true_class =   2, nn =  2752, distance =    0.50, accuracy = 1.00
test_object =  2874, predicted_class =   5, true_class =   5, nn =  2467, distance =    1.13, accuracy = 1.00
test_object =  2875, predicted_class =   9, true_class =   9, nn =  4427, distance =    1.57, accuracy = 1.00
test_object =  2876, predicted_class =   8, true_class =   8, nn =   681, distance =    1.82, accuracy = 1.00
test_object =  2877, predicted_class =   1, true_class =   1, nn =  5438, distance =    0.62, accuracy = 1.00
test_object =  2878, predicted_class =   8, true_class =   8, nn =   270, distance =    0.67, accuracy = 1.00
test_object =  2879, predicted_class =   6, true_class =   6, nn =  6257, distance =    0.92, accuracy = 1.00
test_object =  2880, predicted_class =   7, true_class =   7, nn =  5010, distance =    0.63, accuracy = 1.00
test_object =  2881, predicted_class =   9, true_class =   9, nn =  1024, distance =    0.88, accuracy = 1.00
test_object =  2882, predicted_class =   4, true_class =   4, nn =  3368, distance =    0.55, accuracy = 1.00
test_object =  2883, predicted_class =   2, true_class =   2, nn =   712, distance =    0.61, accuracy = 1.00
test_object =  2884, predicted_class =   4, true_class =   4, nn =  4161, distance =    0.64, accuracy = 1.00
test_object =  2885, predicted_class =   7, true_class =   9, nn =  7360, distance =    0.87, accuracy = 0.00
test_object =  2886, predicted_class =   3, true_class =   3, nn =  3866, distance =    0.72, accuracy = 1.00
test_object =  2887, predicted_class =   8, true_class =   8, nn =  6528, distance =    1.33, accuracy = 1.00
test_object =  2888, predicted_class =   3, true_class =   3, nn =  7462, distance =    0.77, accuracy = 1.00
test_object =  2889, predicted_class =   1, true_class =   1, nn =   197, distance =    1.51, accuracy = 1.00
test_object =  2890, predicted_class =   1, true_class =   1, nn =  1945, distance =    0.92, accuracy = 1.00
test_object =  2891, predicted_class =   3, true_class =   3, nn =  2560, distance =    0.68, accuracy = 1.00
test_object =  2892, predicted_class =   4, true_class =   4, nn =  3103, distance =    0.80, accuracy = 1.00
test_object =  2893, predicted_class =   9, true_class =   9, nn =  4299, distance =    1.68, accuracy = 1.00
test_object =  2894, predicted_class =   5, true_class =   5, nn =  6947, distance =    0.98, accuracy = 1.00
test_object =  2895, predicted_class =   8, true_class =   8, nn =  1324, distance =    1.21, accuracy = 1.00
test_object =  2896, predicted_class =   9, true_class =   9, nn =   861, distance =    0.89, accuracy = 1.00
test_object =  2897, predicted_class =   6, true_class =   6, nn =  5609, distance =    0.85, accuracy = 1.00
test_object =  2898, predicted_class =   6, true_class =   6, nn =   328, distance =    0.67, accuracy = 1.00
test_object =  2899, predicted_class =   8, true_class =   8, nn =  3222, distance =    1.03, accuracy = 1.00
test_object =  2900, predicted_class =   2, true_class =   2, nn =  5659, distance =    0.81, accuracy = 1.00
test_object =  2901, predicted_class =   9, true_class =   9, nn =  2098, distance =    1.85, accuracy = 1.00
test_object =  2902, predicted_class =   3, true_class =   3, nn =  2061, distance =    0.54, accuracy = 1.00
test_object =  2903, predicted_class =   8, true_class =   8, nn =  3370, distance =    0.96, accuracy = 1.00
test_object =  2904, predicted_class =   0, true_class =   0, nn =  2103, distance =    0.55, accuracy = 1.00
test_object =  2905, predicted_class =   9, true_class =   0, nn =  3978, distance =    3.03, accuracy = 0.00
test_object =  2906, predicted_class =   8, true_class =   8, nn =  4451, distance =    1.22, accuracy = 1.00
test_object =  2907, predicted_class =   7, true_class =   7, nn =  1982, distance =    0.60, accuracy = 1.00
test_object =  2908, predicted_class =   1, true_class =   1, nn =  4316, distance =    0.82, accuracy = 1.00
test_object =  2909, predicted_class =   1, true_class =   1, nn =  1648, distance =    0.68, accuracy = 1.00
test_object =  2910, predicted_class =   9, true_class =   9, nn =  7087, distance =    0.81, accuracy = 1.00
test_object =  2911, predicted_class =   9, true_class =   9, nn =  4252, distance =    0.98, accuracy = 1.00
test_object =  2912, predicted_class =   8, true_class =   8, nn =  1308, distance =    0.95, accuracy = 1.00
test_object =  2913, predicted_class =   7, true_class =   7, nn =  6089, distance =    1.00, accuracy = 1.00
test_object =  2914, predicted_class =   0, true_class =   0, nn =   813, distance =    0.82, accuracy = 1.00
test_object =  2915, predicted_class =   3, true_class =   3, nn =   370, distance =    0.62, accuracy = 1.00
test_object =  2916, predicted_class =   7, true_class =   7, nn =  5063, distance =    0.58, accuracy = 1.00
test_object =  2917, predicted_class =   3, true_class =   3, nn =    79, distance =    0.49, accuracy = 1.00
test_object =  2918, predicted_class =   2, true_class =   2, nn =  2867, distance =    0.65, accuracy = 1.00
test_object =  2919, predicted_class =   3, true_class =   3, nn =  1610, distance =    0.89, accuracy = 1.00
test_object =  2920, predicted_class =   1, true_class =   1, nn =  5596, distance =    1.23, accuracy = 1.00
test_object =  2921, predicted_class =   0, true_class =   0, nn =  2620, distance =    0.67, accuracy = 1.00
test_object =  2922, predicted_class =   7, true_class =   7, nn =  1049, distance =    0.88, accuracy = 1.00
test_object =  2923, predicted_class =   2, true_class =   1, nn =  2106, distance =    0.76, accuracy = 0.00
test_object =  2924, predicted_class =   3, true_class =   3, nn =  2963, distance =    1.19, accuracy = 1.00
test_object =  2925, predicted_class =   8, true_class =   8, nn =  6812, distance =    1.66, accuracy = 1.00
test_object =  2926, predicted_class =   5, true_class =   5, nn =  6722, distance =    1.24, accuracy = 1.00
test_object =  2927, predicted_class =   0, true_class =   0, nn =  3239, distance =    0.94, accuracy = 1.00
test_object =  2928, predicted_class =   5, true_class =   5, nn =  5047, distance =    0.92, accuracy = 1.00
test_object =  2929, predicted_class =   3, true_class =   3, nn =   492, distance =    0.59, accuracy = 1.00
test_object =  2930, predicted_class =   9, true_class =   9, nn =  4594, distance =    0.89, accuracy = 1.00
test_object =  2931, predicted_class =   3, true_class =   3, nn =  1685, distance =    0.59, accuracy = 1.00
test_object =  2932, predicted_class =   6, true_class =   6, nn =  7403, distance =    0.86, accuracy = 1.00
test_object =  2933, predicted_class =   9, true_class =   9, nn =  2463, distance =    1.02, accuracy = 1.00
test_object =  2934, predicted_class =   9, true_class =   9, nn =  5337, distance =    1.37, accuracy = 1.00
test_object =  2935, predicted_class =   8, true_class =   8, nn =  7294, distance =    0.96, accuracy = 1.00
test_object =  2936, predicted_class =   7, true_class =   7, nn =  7040, distance =    0.49, accuracy = 1.00
test_object =  2937, predicted_class =   7, true_class =   7, nn =  6891, distance =    1.17, accuracy = 1.00
test_object =  2938, predicted_class =   9, true_class =   9, nn =  2153, distance =    0.92, accuracy = 1.00
test_object =  2939, predicted_class =   1, true_class =   1, nn =   655, distance =    0.65, accuracy = 1.00
test_object =  2940, predicted_class =   0, true_class =   0, nn =  2096, distance =    0.37, accuracy = 1.00
test_object =  2941, predicted_class =   6, true_class =   6, nn =  3366, distance =    0.41, accuracy = 1.00
test_object =  2942, predicted_class =   1, true_class =   7, nn =  7251, distance =    0.99, accuracy = 0.00
test_object =  2943, predicted_class =   3, true_class =   3, nn =  4205, distance =    0.71, accuracy = 1.00
test_object =  2944, predicted_class =   4, true_class =   4, nn =  2988, distance =    0.92, accuracy = 1.00
test_object =  2945, predicted_class =   3, true_class =   3, nn =  3634, distance =    0.51, accuracy = 1.00
test_object =  2946, predicted_class =   9, true_class =   9, nn =  2139, distance =    1.80, accuracy = 1.00
test_object =  2947, predicted_class =   1, true_class =   1, nn =  3515, distance =    0.68, accuracy = 1.00
test_object =  2948, predicted_class =   0, true_class =   0, nn =  1459, distance =    0.98, accuracy = 1.00
test_object =  2949, predicted_class =   2, true_class =   2, nn =  5164, distance =    0.93, accuracy = 1.00
test_object =  2950, predicted_class =   2, true_class =   2, nn =  4393, distance =    0.36, accuracy = 1.00
test_object =  2951, predicted_class =   3, true_class =   3, nn =  1477, distance =    0.55, accuracy = 1.00
test_object =  2952, predicted_class =   5, true_class =   5, nn =  2952, distance =    0.86, accuracy = 1.00
test_object =  2953, predicted_class =   8, true_class =   8, nn =  7020, distance =    1.80, accuracy = 1.00
test_object =  2954, predicted_class =   9, true_class =   9, nn =  3047, distance =    0.72, accuracy = 1.00
test_object =  2955, predicted_class =   3, true_class =   3, nn =  6383, distance =    0.77, accuracy = 1.00
test_object =  2956, predicted_class =   2, true_class =   2, nn =  4768, distance =    0.68, accuracy = 1.00
test_object =  2957, predicted_class =   4, true_class =   4, nn =  5324, distance =    0.96, accuracy = 1.00
test_object =  2958, predicted_class =   9, true_class =   9, nn =  7137, distance =    1.02, accuracy = 1.00
test_object =  2959, predicted_class =   4, true_class =   4, nn =  2114, distance =    0.87, accuracy = 1.00
test_object =  2960, predicted_class =   9, true_class =   9, nn =  2629, distance =    0.64, accuracy = 1.00
test_object =  2961, predicted_class =   2, true_class =   2, nn =  2241, distance =    0.57, accuracy = 1.00
test_object =  2962, predicted_class =   9, true_class =   9, nn =  5116, distance =    1.17, accuracy = 1.00
test_object =  2963, predicted_class =   8, true_class =   8, nn =    65, distance =    1.22, accuracy = 1.00
test_object =  2964, predicted_class =   8, true_class =   8, nn =  6915, distance =    1.15, accuracy = 1.00
test_object =  2965, predicted_class =   5, true_class =   5, nn =  7208, distance =    0.60, accuracy = 1.00
test_object =  2966, predicted_class =   9, true_class =   9, nn =  1024, distance =    0.50, accuracy = 1.00
test_object =  2967, predicted_class =   6, true_class =   6, nn =  4596, distance =    0.52, accuracy = 1.00
test_object =  2968, predicted_class =   3, true_class =   3, nn =  7179, distance =    0.72, accuracy = 1.00
test_object =  2969, predicted_class =   1, true_class =   1, nn =  5801, distance =    1.19, accuracy = 1.00
test_object =  2970, predicted_class =   8, true_class =   8, nn =  3200, distance =    1.32, accuracy = 1.00
test_object =  2971, predicted_class =   7, true_class =   7, nn =  2066, distance =    0.55, accuracy = 1.00
test_object =  2972, predicted_class =   9, true_class =   9, nn =  1424, distance =    1.42, accuracy = 1.00
test_object =  2973, predicted_class =   7, true_class =   7, nn =  1449, distance =    1.06, accuracy = 1.00
test_object =  2974, predicted_class =   8, true_class =   8, nn =  4273, distance =    0.62, accuracy = 1.00
test_object =  2975, predicted_class =   6, true_class =   6, nn =  1116, distance =    0.56, accuracy = 1.00
test_object =  2976, predicted_class =   2, true_class =   2, nn =  7023, distance =    0.82, accuracy = 1.00
test_object =  2977, predicted_class =   2, true_class =   2, nn =  2747, distance =    0.72, accuracy = 1.00
test_object =  2978, predicted_class =   1, true_class =   1, nn =  4291, distance =    0.88, accuracy = 1.00
test_object =  2979, predicted_class =   5, true_class =   5, nn =  1992, distance =    0.92, accuracy = 1.00
test_object =  2980, predicted_class =   2, true_class =   2, nn =   936, distance =    0.57, accuracy = 1.00
test_object =  2981, predicted_class =   9, true_class =   9, nn =   927, distance =    1.08, accuracy = 1.00
test_object =  2982, predicted_class =   0, true_class =   0, nn =    95, distance =    0.89, accuracy = 1.00
test_object =  2983, predicted_class =   1, true_class =   1, nn =  3838, distance =    0.71, accuracy = 1.00
test_object =  2984, predicted_class =   9, true_class =   9, nn =   462, distance =    1.23, accuracy = 1.00
test_object =  2985, predicted_class =   9, true_class =   9, nn =  5916, distance =    0.82, accuracy = 1.00
test_object =  2986, predicted_class =   6, true_class =   6, nn =  2292, distance =    0.60, accuracy = 1.00
test_object =  2987, predicted_class =   8, true_class =   8, nn =   616, distance =    0.86, accuracy = 1.00
test_object =  2988, predicted_class =   1, true_class =   1, nn =  1431, distance =    1.04, accuracy = 1.00
test_object =  2989, predicted_class =   5, true_class =   5, nn =  3537, distance =    0.73, accuracy = 1.00
test_object =  2990, predicted_class =   7, true_class =   7, nn =  2443, distance =    0.93, accuracy = 1.00
test_object =  2991, predicted_class =   9, true_class =   9, nn =   835, distance =    0.87, accuracy = 1.00
test_object =  2992, predicted_class =   6, true_class =   6, nn =  6531, distance =    0.90, accuracy = 1.00
test_object =  2993, predicted_class =   7, true_class =   7, nn =  5638, distance =    0.70, accuracy = 1.00
test_object =  2994, predicted_class =   2, true_class =   2, nn =  2621, distance =    0.65, accuracy = 1.00
test_object =  2995, predicted_class =   2, true_class =   2, nn =  2612, distance =    0.87, accuracy = 1.00
test_object =  2996, predicted_class =   5, true_class =   5, nn =  5683, distance =    0.83, accuracy = 1.00
test_object =  2997, predicted_class =   8, true_class =   8, nn =  6645, distance =    0.94, accuracy = 1.00
test_object =  2998, predicted_class =   8, true_class =   8, nn =  1288, distance =    1.55, accuracy = 1.00
test_object =  2999, predicted_class =   6, true_class =   6, nn =   135, distance =    0.65, accuracy = 1.00
test_object =  3000, predicted_class =   0, true_class =   0, nn =   193, distance =    0.43, accuracy = 1.00
test_object =  3001, predicted_class =   0, true_class =   0, nn =  3455, distance =    0.73, accuracy = 1.00
test_object =  3002, predicted_class =   9, true_class =   9, nn =  2472, distance =    0.97, accuracy = 1.00
test_object =  3003, predicted_class =   8, true_class =   8, nn =   465, distance =    0.82, accuracy = 1.00
test_object =  3004, predicted_class =   4, true_class =   4, nn =  6247, distance =    0.70, accuracy = 1.00
test_object =  3005, predicted_class =   3, true_class =   3, nn =  2389, distance =    0.65, accuracy = 1.00
test_object =  3006, predicted_class =   4, true_class =   4, nn =  2585, distance =    1.11, accuracy = 1.00
test_object =  3007, predicted_class =   9, true_class =   9, nn =  6153, distance =    1.80, accuracy = 1.00
test_object =  3008, predicted_class =   1, true_class =   1, nn =  4383, distance =    1.03, accuracy = 1.00
test_object =  3009, predicted_class =   4, true_class =   4, nn =  7261, distance =    0.96, accuracy = 1.00
test_object =  3010, predicted_class =   5, true_class =   5, nn =  6302, distance =    0.70, accuracy = 1.00
test_object =  3011, predicted_class =   5, true_class =   5, nn =  1992, distance =    0.90, accuracy = 1.00
test_object =  3012, predicted_class =   8, true_class =   8, nn =  6840, distance =    1.14, accuracy = 1.00
test_object =  3013, predicted_class =   0, true_class =   0, nn =  4707, distance =    0.66, accuracy = 1.00
test_object =  3014, predicted_class =   3, true_class =   3, nn =   290, distance =    0.90, accuracy = 1.00
test_object =  3015, predicted_class =   0, true_class =   0, nn =  1499, distance =    0.43, accuracy = 1.00
test_object =  3016, predicted_class =   6, true_class =   6, nn =  7283, distance =    0.70, accuracy = 1.00
test_object =  3017, predicted_class =   5, true_class =   5, nn =  3509, distance =    1.45, accuracy = 1.00
test_object =  3018, predicted_class =   4, true_class =   4, nn =  4484, distance =    1.07, accuracy = 1.00
test_object =  3019, predicted_class =   8, true_class =   8, nn =  2194, distance =    0.75, accuracy = 1.00
test_object =  3020, predicted_class =   4, true_class =   4, nn =  4785, distance =    0.85, accuracy = 1.00
test_object =  3021, predicted_class =   1, true_class =   1, nn =   832, distance =    0.70, accuracy = 1.00
test_object =  3022, predicted_class =   3, true_class =   3, nn =  7391, distance =    0.48, accuracy = 1.00
test_object =  3023, predicted_class =   4, true_class =   4, nn =  3183, distance =    0.80, accuracy = 1.00
test_object =  3024, predicted_class =   6, true_class =   6, nn =  2079, distance =    0.54, accuracy = 1.00
test_object =  3025, predicted_class =   6, true_class =   6, nn =  5195, distance =    1.06, accuracy = 1.00
test_object =  3026, predicted_class =   1, true_class =   1, nn =  4256, distance =    0.92, accuracy = 1.00
test_object =  3027, predicted_class =   3, true_class =   3, nn =   164, distance =    0.65, accuracy = 1.00
test_object =  3028, predicted_class =   9, true_class =   9, nn =  3153, distance =    0.87, accuracy = 1.00
test_object =  3029, predicted_class =   9, true_class =   9, nn =  5407, distance =    0.80, accuracy = 1.00
test_object =  3030, predicted_class =   4, true_class =   4, nn =  2022, distance =    0.94, accuracy = 1.00
test_object =  3031, predicted_class =   8, true_class =   8, nn =  2031, distance =    0.71, accuracy = 1.00
test_object =  3032, predicted_class =   0, true_class =   0, nn =  5301, distance =    0.63, accuracy = 1.00
test_object =  3033, predicted_class =   8, true_class =   8, nn =   270, distance =    1.23, accuracy = 1.00
test_object =  3034, predicted_class =   6, true_class =   6, nn =  3851, distance =    0.74, accuracy = 1.00
test_object =  3035, predicted_class =   7, true_class =   7, nn =  5063, distance =    0.66, accuracy = 1.00
test_object =  3036, predicted_class =   9, true_class =   9, nn =  4654, distance =    1.38, accuracy = 1.00
test_object =  3037, predicted_class =   7, true_class =   7, nn =   910, distance =    0.74, accuracy = 1.00
test_object =  3038, predicted_class =   9, true_class =   9, nn =  1038, distance =    1.00, accuracy = 1.00
test_object =  3039, predicted_class =   5, true_class =   5, nn =   196, distance =    1.00, accuracy = 1.00
test_object =  3040, predicted_class =   3, true_class =   3, nn =  1184, distance =    0.66, accuracy = 1.00
test_object =  3041, predicted_class =   2, true_class =   2, nn =  7134, distance =    0.70, accuracy = 1.00
test_object =  3042, predicted_class =   4, true_class =   4, nn =  7213, distance =    1.32, accuracy = 1.00
test_object =  3043, predicted_class =   0, true_class =   0, nn =  1692, distance =    1.00, accuracy = 1.00
test_object =  3044, predicted_class =   6, true_class =   6, nn =   185, distance =    0.51, accuracy = 1.00
test_object =  3045, predicted_class =   9, true_class =   9, nn =  5879, distance =    1.37, accuracy = 1.00
test_object =  3046, predicted_class =   8, true_class =   8, nn =  7011, distance =    1.26, accuracy = 1.00
test_object =  3047, predicted_class =   3, true_class =   3, nn =   378, distance =    0.49, accuracy = 1.00
test_object =  3048, predicted_class =   9, true_class =   5, nn =  3979, distance =    0.96, accuracy = 0.00
test_object =  3049, predicted_class =   5, true_class =   5, nn =  4064, distance =    0.69, accuracy = 1.00
test_object =  3050, predicted_class =   7, true_class =   7, nn =  2461, distance =    1.61, accuracy = 1.00
test_object =  3051, predicted_class =   9, true_class =   9, nn =  5808, distance =    1.02, accuracy = 1.00
test_object =  3052, predicted_class =   8, true_class =   8, nn =  3200, distance =    1.03, accuracy = 1.00
test_object =  3053, predicted_class =   7, true_class =   7, nn =  6413, distance =    0.61, accuracy = 1.00
test_object =  3054, predicted_class =   7, true_class =   7, nn =  3409, distance =    0.73, accuracy = 1.00
test_object =  3055, predicted_class =   4, true_class =   4, nn =  6935, distance =    0.73, accuracy = 1.00
test_object =  3056, predicted_class =   8, true_class =   8, nn =   465, distance =    1.20, accuracy = 1.00
test_object =  3057, predicted_class =   6, true_class =   6, nn =  7057, distance =    0.67, accuracy = 1.00
test_object =  3058, predicted_class =   3, true_class =   3, nn =  5692, distance =    0.86, accuracy = 1.00
test_object =  3059, predicted_class =   5, true_class =   5, nn =  3738, distance =    0.65, accuracy = 1.00
test_object =  3060, predicted_class =   3, true_class =   3, nn =  2061, distance =    0.65, accuracy = 1.00
test_object =  3061, predicted_class =   8, true_class =   8, nn =  4441, distance =    0.92, accuracy = 1.00
test_object =  3062, predicted_class =   3, true_class =   3, nn =  1434, distance =    0.59, accuracy = 1.00
test_object =  3063, predicted_class =   3, true_class =   3, nn =  6876, distance =    0.51, accuracy = 1.00
test_object =  3064, predicted_class =   5, true_class =   5, nn =  5222, distance =    1.02, accuracy = 1.00
test_object =  3065, predicted_class =   4, true_class =   4, nn =  6095, distance =    0.71, accuracy = 1.00
test_object =  3066, predicted_class =   1, true_class =   1, nn =  6031, distance =    0.76, accuracy = 1.00
test_object =  3067, predicted_class =   9, true_class =   9, nn =  5792, distance =    0.96, accuracy = 1.00
test_object =  3068, predicted_class =   0, true_class =   0, nn =  3008, distance =    0.33, accuracy = 1.00
test_object =  3069, predicted_class =   1, true_class =   1, nn =  1491, distance =    0.46, accuracy = 1.00
test_object =  3070, predicted_class =   1, true_class =   1, nn =  7152, distance =    0.45, accuracy = 1.00
test_object =  3071, predicted_class =   2, true_class =   2, nn =  1125, distance =    0.95, accuracy = 1.00
test_object =  3072, predicted_class =   0, true_class =   0, nn =  4408, distance =    0.63, accuracy = 1.00
test_object =  3073, predicted_class =   9, true_class =   9, nn =  5337, distance =    0.92, accuracy = 1.00
test_object =  3074, predicted_class =   1, true_class =   1, nn =  1586, distance =    0.83, accuracy = 1.00
test_object =  3075, predicted_class =   0, true_class =   0, nn =  1689, distance =    0.75, accuracy = 1.00
test_object =  3076, predicted_class =   6, true_class =   6, nn =  5998, distance =    1.17, accuracy = 1.00
test_object =  3077, predicted_class =   8, true_class =   8, nn =  6285, distance =    0.96, accuracy = 1.00
test_object =  3078, predicted_class =   9, true_class =   9, nn =  6729, distance =    0.61, accuracy = 1.00
test_object =  3079, predicted_class =   9, true_class =   9, nn =  5900, distance =    1.36, accuracy = 1.00
test_object =  3080, predicted_class =   5, true_class =   5, nn =   194, distance =    0.50, accuracy = 1.00
test_object =  3081, predicted_class =   6, true_class =   6, nn =  7057, distance =    0.39, accuracy = 1.00
test_object =  3082, predicted_class =   8, true_class =   8, nn =   465, distance =    0.65, accuracy = 1.00
test_object =  3083, predicted_class =   5, true_class =   5, nn =  1624, distance =    0.68, accuracy = 1.00
test_object =  3084, predicted_class =   6, true_class =   6, nn =  3734, distance =    0.72, accuracy = 1.00
test_object =  3085, predicted_class =   6, true_class =   6, nn =    59, distance =    0.68, accuracy = 1.00
test_object =  3086, predicted_class =   3, true_class =   3, nn =  1013, distance =    0.76, accuracy = 1.00
test_object =  3087, predicted_class =   0, true_class =   0, nn =  6137, distance =    0.80, accuracy = 1.00
test_object =  3088, predicted_class =   2, true_class =   2, nn =  1406, distance =    0.50, accuracy = 1.00
test_object =  3089, predicted_class =   3, true_class =   3, nn =  2486, distance =    0.73, accuracy = 1.00
test_object =  3090, predicted_class =   7, true_class =   7, nn =  5920, distance =    0.78, accuracy = 1.00
test_object =  3091, predicted_class =   4, true_class =   4, nn =   611, distance =    0.99, accuracy = 1.00
test_object =  3092, predicted_class =   8, true_class =   8, nn =  2866, distance =    1.12, accuracy = 1.00
test_object =  3093, predicted_class =   3, true_class =   3, nn =  3724, distance =    0.68, accuracy = 1.00
test_object =  3094, predicted_class =   4, true_class =   4, nn =  4388, distance =    1.06, accuracy = 1.00
test_object =  3095, predicted_class =   6, true_class =   6, nn =  7166, distance =    0.69, accuracy = 1.00
test_object =  3096, predicted_class =   0, true_class =   0, nn =  7006, distance =    0.57, accuracy = 1.00
test_object =  3097, predicted_class =   8, true_class =   8, nn =  6645, distance =    1.21, accuracy = 1.00
test_object =  3098, predicted_class =   2, true_class =   2, nn =  3966, distance =    0.60, accuracy = 1.00
test_object =  3099, predicted_class =   0, true_class =   0, nn =  3714, distance =    0.83, accuracy = 1.00
test_object =  3100, predicted_class =   6, true_class =   6, nn =  6901, distance =    0.44, accuracy = 1.00
test_object =  3101, predicted_class =   2, true_class =   2, nn =  5650, distance =    0.70, accuracy = 1.00
test_object =  3102, predicted_class =   9, true_class =   9, nn =  4600, distance =    1.12, accuracy = 1.00
